Player,Team,Comp,Season,position_group,Age,Annual_Wages_EUR,efficiency_score,panel_efficiency,eff_difference
Diego Coppola,Hellas Verona,Serie A,2024-2025,Defenders,20,460000,0.1048442348257161,-0.4351172842695572,-0.5399615190952733
Copete,Mallorca,La Liga,2022-2023,Defenders,22,210000,-0.5637147367289366,0.1979760386120977,0.7616907753410344
Copete,Mallorca,La Liga,2023-2024,Defenders,23,210000,-0.7389388596178144,0.0227519157232199,0.7616907753410344
Copete,Mallorca,La Liga,2024-2025,Defenders,24,210000,-0.9824187296763522,-0.2207279543353179,0.7616907753410344
Lewis Cook,Bournemouth,Premier League,2024-2025,Defenders,27,3696411,0.0011039538891921,-0.0438947648356787,-0.0449987187248708
Abdu Conté,Troyes,Ligue 1,2022-2023,Defenders,24,700000,0.7583873018336948,-0.0450515932277149,-0.8034388950614098
Eray Cömert,Valencia,La Liga,2022-2023,Defenders,24,1100000,-0.1319776772675371,-0.3898302614230927,-0.2578525841555557
Eray Cömert,Nantes,Ligue 1,2023-2024,Defenders,25,1100000,0.4584847868986763,0.2006322027431206,-0.2578525841555557
Eray Cömert,Valladolid,La Liga,2024-2025,Defenders,26,1040000,0.4375252845442965,0.1796727003887408,-0.2578525841555557
Levi Colwill,Brighton,Premier League,2022-2023,Defenders,19,302217,-0.841519115708131,-0.7172559947538192,0.1242631209543118
Levi Colwill,Chelsea,Premier League,2023-2024,Defenders,20,6155169,0.4740517609728947,0.5983148819272065,0.1242631209543118
Levi Colwill,Chelsea,Premier League,2024-2025,Defenders,21,6160685,-0.005322008127699,0.1189411128266127,0.1242631209543117
Nnamdi Collins,Eintracht Frankfurt,Bundesliga,2023-2024,Defenders,19,150000,-0.6180158319312099,-0.6096742357083045,0.0083415962229054
Nnamdi Collins,Eintracht Frankfurt,Bundesliga,2024-2025,Defenders,20,660000,0.4289313615220695,0.437272957744975,0.0083415962229054
Nathan Collins,Wolves,Premier League,2022-2023,Defenders,21,1208866,0.5125091925601701,0.0898946570303582,-0.4226145355298119
Nathan Collins,Brentford,Premier League,2023-2024,Defenders,22,1846551,0.3327198784994536,-0.0898946570303582,-0.4226145355298119
Séamus Coleman,Everton,Premier League,2022-2023,Defenders,33,3324382,-0.2644953204187903,-0.0282446302992767,0.2362506901195136
Séamus Coleman,Everton,Premier League,2023-2024,Defenders,34,3385343,-0.1859468810466875,0.0503038090728261,0.2362506901195136
Séamus Coleman,Everton,Premier League,2024-2025,Defenders,35,3388377,-0.1968311641815106,0.039419525938003,0.2362506901195136
Saúl Coco,Las Palmas,La Liga,2023-2024,Defenders,24,170000,-0.975185904337728,-0.5693187236967558,0.4058671806409721
Saúl Coco,Torino,Serie A,2024-2025,Defenders,25,1670000,0.1634515430557837,0.5693187236967558,0.4058671806409721
Marcus Coco,Nantes,Ligue 1,2023-2024,Defenders,27,720000,-0.052218796010198,0.1350468047125615,0.1872656007227595
Marcus Coco,Nantes,Ligue 1,2024-2025,Defenders,28,720000,-0.0771560509355921,0.1101095497871674,0.1872656007227595
Nathaniel Clyne,Crystal Palace,Premier League,2022-2023,Defenders,31,4835464,0.1378176703399063,0.2123751505969675,0.0745574802570612
Nathaniel Clyne,Crystal Palace,Premier League,2023-2024,Defenders,32,4924135,0.1251444006746549,0.1997018809317161,0.0745574802570612
Nathaniel Clyne,Crystal Palace,Premier League,2024-2025,Defenders,33,3080342,-0.2507302631489505,-0.1761727828918893,0.0745574802570612
Carlos Clerc,Elche,La Liga,2022-2023,Defenders,30,1080000,1.1078489739494213,0.2315385186202831,-0.8763104553291381
Jonathan Clauss,Marseille,Ligue 1,2023-2024,Defenders,30,3300000,0.1396997842137732,-0.0991760130916149,-0.2388757973053881
Jonathan Clauss,Nice,Ligue 1,2024-2025,Defenders,31,3280000,0.7174905618832472,0.4786147645778591,-0.2388757973053881
Pathé Ciss,Rayo Vallecano,La Liga,2024-2025,Defenders,30,340000,-0.5972047019597344,0.0376060443503849,0.6348107463101194
Víctor Chust,Cádiz,La Liga,2022-2023,Defenders,22,240000,0.0182337414015876,0.23686476447212,0.2186310230705324
Víctor Chust,Cádiz,La Liga,2023-2024,Defenders,23,240000,-0.4554957875426524,-0.23686476447212,0.2186310230705324
Chumi,Almería,La Liga,2022-2023,Defenders,23,970000,0.8221025068629544,0.7410180254601624,-0.081084481402792
Chumi,Almería,La Liga,2023-2024,Defenders,24,330000,-0.6599335440573704,-0.7410180254601624,-0.081084481402792
Andreas Christensen,Barcelona,La Liga,2022-2023,Defenders,26,9000000,0.2579321633400884,0.1896710949193343,-0.068261068420754
Andreas Christensen,Barcelona,La Liga,2023-2024,Defenders,27,9000000,0.050534396504398,-0.017726671916356,-0.068261068420754
Andreas Christensen,Barcelona,La Liga,2024-2025,Defenders,28,9000000,0.0641115219056587,-0.0041495465150953,-0.068261068420754
Ben Chilwell,Chelsea,Premier League,2022-2023,Defenders,25,12088660,0.4341947494470357,-0.0871727017266988,-0.5213674511737345
Ben Chilwell,Chelsea,Premier League,2023-2024,Defenders,26,12310338,0.3309196798598162,-0.1904477713139183,-0.5213674511737345
Julián Chicco,Leganés,La Liga,2024-2025,Defenders,26,300000,-0.3848529061657295,-0.0969538476658815,0.2878990584998479
Fabio Chiarodia,Gladbach,Bundesliga,2023-2024,Defenders,18,280000,-0.3533290689267314,0.2187425287397797,0.5720715976665112
Fabio Chiarodia,Gladbach,Bundesliga,2024-2025,Defenders,19,280000,-0.7908141264062909,-0.2187425287397797,0.5720715976665112
Pep Chavarría,Rayo Vallecano,La Liga,2023-2024,Defenders,25,350000,0.0879240383510175,0.1659434087623865,0.078019370411369
Pep Chavarría,Rayo Vallecano,La Liga,2024-2025,Defenders,26,350000,-0.2879438516724377,-0.2099244812610687,0.078019370411369
Brendan Chardonnet,Brest,Ligue 1,2022-2023,Defenders,27,540000,-0.1932931452113671,-0.088219241250948,0.105073903960419
Brendan Chardonnet,Brest,Ligue 1,2023-2024,Defenders,28,540000,-0.4837547011283067,-0.3786807971678876,0.105073903960419
Brendan Chardonnet,Brest,Ligue 1,2024-2025,Defenders,29,1280000,0.3618261344584166,0.4669000384188356,0.105073903960419
Trevoh Chalobah,Chelsea,Premier League,2022-2023,Defenders,23,3022165,-0.7362527505327954,0.009947973466355,0.7462007239991504
Trevoh Chalobah,Chelsea,Premier League,2023-2024,Defenders,24,3077584,-0.7561486974655054,-0.009947973466355,0.7462007239991504
El Chadaille Bitshiabu,Paris Saint-Germain,Ligue 1,2022-2023,Defenders,17,530000,-0.7720935765178414,-0.4806148344580911,0.2914787420597502
El Chadaille Bitshiabu,RB Leipzig,Bundesliga,2024-2025,Defenders,19,1800000,0.1891360923983409,0.4806148344580911,0.2914787420597502
Julian Chabot,Köln,Bundesliga,2022-2023,Defenders,24,380000,-0.2754383713194404,-0.1391738588555367,0.1362645124639036
Julian Chabot,Köln,Bundesliga,2023-2024,Defenders,25,720000,0.0211874007874541,0.1574519132513577,0.1362645124639036
Julian Chabot,Stuttgart,Bundesliga,2024-2025,Defenders,26,1130000,-0.1545425668597246,-0.0182780543958209,0.1362645124639036
Franco Cervi,Celta Vigo,La Liga,2023-2024,Defenders,29,1200000,0.2424408848307067,0.0826852175503564,-0.1597556672803502
Fabien Centonze,Hellas Verona,Serie A,2023-2024,Defenders,27,940000,0.2508959155514461,0.0329216005705852,-0.2179743149808608
Fabien Centonze,Nantes,Ligue 1,2024-2025,Defenders,28,940000,0.2121573440283874,-0.0058169709524734,-0.2179743149808608
Álex Centelles,Almería,La Liga,2022-2023,Defenders,24,800000,0.5282687512978619,0.229077821762876,-0.2991909295349859
Álex Centelles,Almería,La Liga,2023-2024,Defenders,25,400000,-0.3371240360562275,-0.6363149655912134,-0.2991909295349859
Zeki Çelik,Roma,Serie A,2022-2023,Defenders,25,2560000,-0.0625544297171991,0.0981095143238339,0.160663944041033
Zeki Çelik,Roma,Serie A,2023-2024,Defenders,26,2560000,-0.0962133500765585,0.0644505939644745,0.160663944041033
Zeki Çelik,Roma,Serie A,2024-2025,Defenders,27,2560000,-0.4993251125952547,-0.3386611685542217,0.160663944041033
Maximiliano Caufriez,Clermont Foot,Ligue 1,2022-2023,Defenders,25,530000,0.4858279680513728,0.5801693946645621,0.0943414266131892
Maximiliano Caufriez,Clermont Foot,Ligue 1,2023-2024,Defenders,26,530000,0.3564231501134305,0.4507645767266197,0.0943414266131892
Maximiliano Caufriez,Valencia,La Liga,2024-2025,Defenders,27,530000,-1.125275398004371,-1.0309339713911818,0.0943414266131892
Catena,Rayo Vallecano,La Liga,2022-2023,Defenders,27,360000,-0.3438926139269238,-0.3394013106760258,0.0044913032508979
Catena,Osasuna,La Liga,2023-2024,Defenders,28,1000000,0.2776292675645422,0.2821205708154402,0.0044913032508979
Catena,Osasuna,La Liga,2024-2025,Defenders,29,1000000,0.0527894366096877,0.0572807398605856,0.0044913032508979
Jean-Charles Castelletto,Nantes,Ligue 1,2022-2023,Defenders,27,540000,-0.469170555821961,0.0132463548991754,0.4824169107211364
Jean-Charles Castelletto,Nantes,Ligue 1,2023-2024,Defenders,28,540000,-0.6309515350799693,-0.1485346243588328,0.4824169107211364
Jean-Charles Castelletto,Nantes,Ligue 1,2024-2025,Defenders,29,910000,-0.3045249161945076,0.1778919945266288,0.4824169107211364
Timothy Castagne,Leicester City,Premier League,2022-2023,Defenders,26,3928815,0.1512094782648514,0.0074225104973013,-0.14378696776755
Timothy Castagne,Fulham,Premier League,2023-2024,Defenders,27,4000860,0.085802070751118,-0.057984897016432,-0.14378696776755
Timothy Castagne,Fulham,Premier League,2024-2025,Defenders,28,4004445,0.1044678403819663,-0.0393191273855837,-0.14378696776755
Matty Cash,Aston Villa,Premier League,2023-2024,Defenders,25,4924135,0.0801454212599388,0.0922237417676049,0.0120783205076661
Matty Cash,Aston Villa,Premier League,2024-2025,Defenders,26,4928548,-0.0271570812645318,-0.0150787607568656,0.0120783205076661
Casemiro,Manchester Utd,Premier League,2023-2024,Defenders,31,21543091,0.5589819123781048,-0.1253392332544235,-0.6843211456325283
Nicolò Casale,Lazio,Serie A,2022-2023,Defenders,24,1850000,-0.0440048878838919,0.0574499156537005,0.1014548035375924
Nicolò Casale,Lazio,Serie A,2023-2024,Defenders,25,1850000,-0.1589047191912929,-0.0574499156537005,0.1014548035375924
Dani Carvajal,Real Madrid,La Liga,2022-2023,Defenders,30,10420000,-0.1809001778344203,0.0434646101297732,0.2243647879641935
Dani Carvajal,Real Madrid,La Liga,2023-2024,Defenders,31,10420000,-0.3468330768476946,-0.122468288883501,0.2243647879641935
Dani Carvajal,Real Madrid,La Liga,2024-2025,Defenders,32,10420000,-0.1453611092104658,0.0790036787537277,0.2243647879641935
Rasmus Carstensen,Köln,Bundesliga,2023-2024,Defenders,22,300000,-0.2382379417871618,0.0238222652778015,0.2620602070649633
Yannick Carrasco,Atlético Madrid,La Liga,2022-2023,Defenders,28,7560000,0.5687333419559888,-0.3296770007313898,-0.8984103426873786
Yannick Carrasco,Atlético Madrid,La Liga,2023-2024,Defenders,29,13130000,1.4516429872125567,0.5532326445251781,-0.8984103426873786
Diego Carlos,Aston Villa,Premier League,2023-2024,Defenders,30,6155169,0.0083099559341199,-0.0262690790872178,-0.0345790350213377
Diego Carlos,Aston Villa,Premier League,2024-2025,Defenders,31,6160685,0.0608481141085555,0.0262690790872177,-0.0345790350213377
Igor Carioca,Lorient,Ligue 1,2022-2023,Defenders,25,950000,0.8989125570527694,0.1104213834514538,-0.7884911736013156
Igor Carioca,Lorient,Ligue 1,2023-2024,Defenders,26,950000,0.7616807523372717,-0.0268104212640438,-0.7884911736013156
Sergi Cardona,Las Palmas,La Liga,2023-2024,Defenders,24,170000,-0.9828283415767628,-0.3639713032644343,0.6188570383123285
Sergi Cardona,Villarreal,La Liga,2024-2025,Defenders,25,1560000,-0.2548857350478943,0.3639713032644342,0.6188570383123285
Isaac Carcelen,Cádiz,La Liga,2022-2023,Defenders,29,480000,-0.279235006076826,-0.1107441625254708,0.1684908435513551
Isaac Carcelen,Cádiz,La Liga,2023-2024,Defenders,30,700000,-0.0577466810258844,0.1107441625254707,0.1684908435513551
Andrea Carboni,Monza,Serie A,2022-2023,Defenders,21,930000,0.7595415009884814,0.4458317388353574,-0.3137097621531239
Andrea Carboni,Monza,Serie A,2023-2024,Defenders,22,930000,0.2234487184117899,-0.090261043741334,-0.3137097621531239
Andrea Carboni,Monza,Serie A,2024-2025,Defenders,23,930000,-0.0418609329408994,-0.3555706950940233,-0.3137097621531239
Pierrick Capelle,Angers,Ligue 1,2022-2023,Defenders,35,540000,0.103057989316845,-0.0135228322564528,-0.1165808215732978
João Cancelo,Barcelona,La Liga,2023-2024,Defenders,29,12500000,0.1645657029492397,-0.0219887023174454,-0.1865544052666851
Emre Can,Dortmund,Bundesliga,2024-2025,Defenders,30,8000000,0.4489035962485008,0.096605557489552,-0.3522980387589487
Andrea Cambiaso,Bologna,Serie A,2022-2023,Defenders,22,1850000,1.1064604781351246,0.697907427961297,-0.4085530501738276
Andrea Cambiaso,Juventus,Serie A,2024-2025,Defenders,24,4440000,0.2031655599785224,-0.2053874901953052,-0.4085530501738276
Eduardo Camavinga,Real Madrid,La Liga,2022-2023,Defenders,19,8330000,1.1435255160495237,0.278718185045967,-0.8648073310035567
Eduardo Camavinga,Real Madrid,La Liga,2024-2025,Defenders,21,12500000,1.112543840484399,0.2477365094808423,-0.8648073310035567
Ousmane Camara,Angers,Ligue 1,2022-2023,Defenders,19,180000,0.5152691629199833,0.2861379728072464,-0.2291311901127368
Ousmane Camara,Angers,Ligue 1,2024-2025,Defenders,21,180000,-0.0570067826945095,-0.2861379728072464,-0.2291311901127369
Duje Ćaleta-Car,Lyon,Ligue 1,2023-2024,Defenders,26,2420000,0.3233989657417524,0.0682451899760794,-0.2551537757656729
Duje Ćaleta-Car,Lyon,Ligue 1,2024-2025,Defenders,27,2360000,0.1869085857895935,-0.0682451899760794,-0.2551537757656729
Fernando Calero,Espanyol,La Liga,2022-2023,Defenders,26,520000,-0.1641971065338037,0.0332057841162557,0.1974028906500594
Fernando Calero,Espanyol,La Liga,2024-2025,Defenders,28,520000,-0.2498114831172824,-0.0524085924672229,0.1974028906500594
Luca Caldirola,Monza,Serie A,2022-2023,Defenders,31,1260000,-0.2633903619035624,-0.0056411389592542,0.2577492229443082
Luca Caldirola,Monza,Serie A,2023-2024,Defenders,32,1260000,-0.3438373741835008,-0.0860881512391926,0.2577492229443082
Luca Caldirola,Monza,Serie A,2024-2025,Defenders,33,1260000,-0.1660199327458613,0.0917292901984468,0.2577492229443082
Riccardo Calafiori,Bologna,Serie A,2023-2024,Defenders,21,740000,0.2232624423639144,-0.1868304594968375,-0.410092901860752
Riccardo Calafiori,Arsenal,Premier League,2024-2025,Defenders,22,7392822,0.5969233613575895,0.1868304594968375,-0.410092901860752
Davide Calabria,Milan,Serie A,2022-2023,Defenders,25,3700000,0.2090036667821611,0.133583447454768,-0.075420219327393
Davide Calabria,Milan,Serie A,2023-2024,Defenders,26,3700000,-0.0581632281273751,-0.1335834474547681,-0.075420219327393
Moisés Caicedo,Chelsea,Premier League,2024-2025,Defenders,22,9241027,0.2529442026939641,-0.2605432205560563,-0.5134874232500204
Anthony Caci,Mainz 05,Bundesliga,2022-2023,Defenders,25,1680000,0.4406688277568218,0.0200314590484701,-0.4206373687083516
Anthony Caci,Mainz 05,Bundesliga,2023-2024,Defenders,26,1680000,0.1265194629409975,-0.2941179057673542,-0.4206373687083516
Liberato Cacace,Empoli,Serie A,2022-2023,Defenders,21,290000,0.0754183297081656,0.522810911461249,0.4473925817530834
Liberato Cacace,Empoli,Serie A,2023-2024,Defenders,22,320000,-0.2830919889794572,0.1643005927736262,0.4473925817530834
Liberato Cacace,Empoli,Serie A,2024-2025,Defenders,23,320000,-0.6091834504316704,-0.161790868678587,0.4473925817530834
Leandro Cabrera,Espanyol,La Liga,2022-2023,Defenders,31,840000,-0.1529845750575251,0.0843591085288917,0.2373436835864168
Leandro Cabrera,Espanyol,La Liga,2024-2025,Defenders,33,840000,-0.3217027921153086,-0.0843591085288917,0.2373436835864168
Aurélio Buta,Eintracht Frankfurt,Bundesliga,2023-2024,Defenders,26,480000,-0.8687872235890168,-0.0231734122238487,0.8456138113651681
Aurélio Buta,Reims,Ligue 1,2024-2025,Defenders,27,480000,-0.5106537860909519,0.3349600252742162,0.8456138113651681
Maxime Busi,Reims,Ligue 1,2022-2023,Defenders,22,1090000,1.2318527976709976,-0.0356749929405577,-1.2675277906115554
Marnon Busch,Heidenheim,Bundesliga,2023-2024,Defenders,28,750000,0.6422897680736099,0.194463103594335,-0.4478266644792749
Marnon Busch,Heidenheim,Bundesliga,2024-2025,Defenders,29,750000,0.3805393104302528,-0.0672873540490221,-0.4478266644792749
Dan Burn,Newcastle United,Premier League,2022-2023,Defenders,30,3324382,-0.4183756855909646,0.0774534451381694,0.4958291307291341
Dan Burn,Newcastle United,Premier League,2023-2024,Defenders,31,3385343,-0.4531766553356142,0.0426524753935199,0.4958291307291341
Dan Burn,Newcastle United,Premier League,2024-2025,Defenders,32,3388377,-0.6159350512608235,-0.1201059205316893,0.4958291307291341
Alessandro Buongiorno,Torino,Serie A,2022-2023,Defenders,23,410000,-0.7494956282872582,-0.8287792184032744,-0.0792835901160161
Alessandro Buongiorno,Torino,Serie A,2023-2024,Defenders,24,1480000,0.3652565162818444,0.2859729261658283,-0.0792835901160161
Alessandro Buongiorno,Napoli,Serie A,2024-2025,Defenders,25,4630000,0.6220898823534622,0.542806292237446,-0.0792835901160161
Santiago Bueno,Girona,La Liga,2022-2023,Defenders,23,150000,-1.3710876788421338,-0.7656008744348277,0.6054868044073061
Santiago Bueno,Wolves,Premier League,2024-2025,Defenders,25,1848205,0.1601140700275216,0.7656008744348277,0.6054868044073061
Hugo Bueno,Wolves,Premier League,2022-2023,Defenders,19,302217,-0.3540533446767071,-0.1493174357179653,0.2047359089587418
Hugo Bueno,Wolves,Premier League,2023-2024,Defenders,20,615517,0.1338823434682545,0.3386182524269963,0.2047359089587417
Andreas Bruus,Troyes,Ligue 1,2022-2023,Defenders,23,270000,-0.2008898437951156,-0.0430997570680435,0.157790086727072
Nathaniel Brown,Eintracht Frankfurt,Bundesliga,2024-2025,Defenders,21,280000,-0.7459370374976952,0.1480306021588671,0.8939676396565623
Abel Bretones,Osasuna,La Liga,2024-2025,Defenders,23,320000,-0.2098367150957827,0.0966757590920339,0.3065124741878166
Gleison Bremer,Juventus,Serie A,2022-2023,Defenders,25,9260000,0.7920448095277806,0.0564913058095246,-0.7355535037182559
Gleison Bremer,Juventus,Serie A,2023-2024,Defenders,26,9260000,0.5898892734325578,-0.145664230285698,-0.7355535037182559
Gleison Bremer,Juventus,Serie A,2024-2025,Defenders,27,9260000,0.8247264281944293,0.0891729244761734,-0.7355535037182559
James Bree,Southampton,Premier League,2022-2023,Defenders,24,604433,-0.689895629531577,0.391601401662103,1.08149703119368
James Bree,Southampton,Premier League,2024-2025,Defenders,26,616068,-1.0931957408464612,-0.0116987096527811,1.08149703119368
Lilian Brassier,Brest,Ligue 1,2022-2023,Defenders,22,90000,-1.4488943572262087,-0.0391992756978041,1.4096950815284046
Lilian Brassier,Brest,Ligue 1,2023-2024,Defenders,23,120000,-1.3704958058306005,0.0391992756978041,1.4096950815284046
Jarrad Branthwaite,Everton,Premier League,2023-2024,Defenders,21,2154309,-0.0572028484723272,0.0772055048001005,0.1344083532724277
Jarrad Branthwaite,Everton,Premier League,2024-2025,Defenders,22,2156240,-0.2116138580725284,-0.0772055048001006,0.1344083532724277
Domagoj Bradarić,Salernitana,Serie A,2022-2023,Defenders,22,1280000,0.3099898339053322,-0.1983769319810733,-0.5083667658864055
Domagoj Bradarić,Salernitana,Serie A,2023-2024,Defenders,23,1280000,-0.0185034621654995,-0.526870228051905,-0.5083667658864055
Domagoj Bradarić,Hellas Verona,Serie A,2024-2025,Defenders,24,1280000,0.6209449343217095,0.112578168435304,-0.5083667658864055
Edoardo Bove,Roma,Serie A,2022-2023,Defenders,20,370000,-0.9373859704475312,-0.3719307128375817,0.5654552576099495
Kenji-Van Boto,Auxerre,Ligue 1,2022-2023,Defenders,26,150000,-0.8028646599207541,-0.0343531545089632,0.7685115054117908
Sven Botman,Newcastle United,Premier League,2022-2023,Defenders,22,5439897,0.908880668041574,0.011318965960898,-0.8975617020806759
Sven Botman,Newcastle United,Premier League,2023-2024,Defenders,23,5539652,0.9121187551158076,0.0145570530351317,-0.8975617020806759
