Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
Everton,Andros Townsend,ENG,,31.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",Unverified estimation
Union Berlin,András Schäfer,HUN,MF,23.0,"€ 17,308 (£ 14,890, $18,925)","€ 900,000 (£ 774,279, $984,115)",Unverified estimation
Nottingham Forest,André Ayew,GHA,FW,32.0,"£ 45,000 (€ 52,307, $57,195)","£ 2,340,000 (€ 2,719,949, $2,974,157)",Unverified estimation
Lille,André Gomes,POR,MF,29.0,"€ 130,000 (£ 111,840, $142,150)","€ 6,760,000 (£ 5,815,698, $7,391,794)",
Augsburg,André Hahn,GER,"MF,FW",31.0,"€ 30,769 (£ 26,471, $33,645)","€ 1,600,000 (£ 1,376,497, $1,749,537)",Unverified estimation
Inter,André Onana,CMR,GK,26.0,"€ 74,038 (£ 63,696, $80,958)","€ 3,850,000 (£ 3,312,195, $4,209,823)",
RB Leipzig,André Silva,POR,FW,26.0,"€ 96,154 (£ 82,722, $105,140)","€ 5,000,000 (£ 4,301,552, $5,467,303)",
Real Betis,Andrés Guardado,MEX,MF,35.0,"€ 26,923 (£ 23,162, $29,439)","€ 1,400,000 (£ 1,204,434, $1,530,845)",Unverified estimation
Rayo Vallecano,Andrés Martín,ESP,MF,23.0,"€ 3,077 (£ 2,647, $3,365)","€ 160,000 (£ 137,650, $174,954)",Unverified estimation
Nice,Andy Delort,ALG,FW,30.0,"€ 48,462 (£ 41,692, $52,991)","€ 2,520,000 (£ 2,167,982, $2,755,521)",Unverified estimation
Everton,Andy Lonergan,IRL,GK,38.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",Unverified estimation
Lille,Angel Gomes,ENG,MF,21.0,"€ 13,654 (£ 11,747, $14,930)","€ 710,000 (£ 610,820, $776,357)",Unverified estimation
Hoffenheim,Angeliño,ESP,MF,25.0,"€ 90,385 (£ 77,759, $98,832)","€ 4,700,000 (£ 4,043,459, $5,139,265)",Unverified estimation
Mainz 05,Angelo Fulgini,FRA,MF,25.0,"€ 38,077 (£ 32,758, $41,636)","€ 1,980,000 (£ 1,703,414, $2,165,052)",Unverified estimation
West Ham United,Angelo Ogbonna,ITA,DF,34.0,"£ 70,000 (€ 81,366, $88,971)","£ 3,640,000 (€ 4,231,031, $4,626,466)",
Hoffenheim,Angelo Stiller,GER,MF,21.0,"€ 23,077 (£ 19,853, $25,234)","€ 1,200,000 (£ 1,032,372, $1,312,153)",Unverified estimation
Eintracht Frankfurt,Ansgar Knauff,GER,"MF,FW",20.0,"€ 3,077 (£ 2,647, $3,365)","€ 160,000 (£ 137,650, $174,954)",Unverified estimation
Barcelona,Ansu Fati,ESP,FW,19.0,"€ 268,269 (£ 230,795, $293,342)","€ 13,950,000 (£ 12,001,329, $15,253,775)",
Osasuna,Ante Budimir,CRO,FW,31.0,"€ 12,115 (£ 10,423, $13,248)","€ 630,000 (£ 541,996, $688,880)",Unverified estimation
Troyes,Ante Palaversa,CRO,MF,22.0,"€ 15,000 (£ 12,905, $16,402)","€ 780,000 (£ 671,042, $852,899)",Unverified estimation
Milan,Ante Rebić,CRO,MF,28.0,"€ 86,346 (£ 74,284, $94,416)","€ 4,490,000 (£ 3,862,793, $4,909,638)",
Roma,Ante Ćorić,CRO,,25.0,"€ 29,615 (£ 25,478, $32,383)","€ 1,540,000 (£ 1,324,878, $1,683,929)",
Mainz 05,Anthony Caci,FRA,"MF,DF",25.0,"€ 32,308 (£ 27,795, $35,327)","€ 1,680,000 (£ 1,445,321, $1,837,014)",Unverified estimation
Manchester Utd,Anthony Elanga,SWE,MF,20.0,"£ 5,000 (€ 5,812, $6,355)","£ 260,000 (€ 302,217, $330,462)",
Everton,Anthony Gordon,ENG,"FW,MF",21.0,"£ 10,000 (€ 11,624, $12,710)","£ 520,000 (€ 604,433, $660,924)",
Werder Bremen,Anthony Jung,GER,MF,30.0,"€ 43,462 (£ 37,390, $47,523)","€ 2,260,000 (£ 1,944,301, $2,471,221)",Unverified estimation
Lyon,Anthony Lopes,POR,GK,31.0,"€ 92,308 (£ 79,413, $100,935)","€ 4,800,000 (£ 4,129,490, $5,248,611)",
Bochum,Anthony Losilla,FRA,MF,36.0,"€ 17,692 (£ 15,221, $19,346)","€ 920,000 (£ 791,486, $1,005,984)",Unverified estimation
Cádiz,Anthony Lozano,HON,FW,29.0,"€ 11,923 (£ 10,258, $13,037)","€ 620,000 (£ 533,392, $677,946)",Unverified estimation
Manchester Utd,Anthony Martial,FRA,FW,26.0,"£ 250,000 (€ 290,593, $317,752)","£ 13,000,000 (€ 15,110,826, $16,523,094)",
Dortmund,Anthony Modeste,FRA,FW,34.0,"€ 115,385 (£ 99,267, $126,169)","€ 6,000,000 (£ 5,161,862, $6,560,764)",
Toulouse,Anthony Rouault,FRA,DF,21.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Atlético Madrid,Antoine Griezmann,FRA,FW,31.0,"€ 240,385 (£ 206,805, $262,851)","€ 12,500,000 (£ 10,753,879, $13,668,258)",
Bournemouth,Antoine Semenyo,GHA,"MF,FW",22.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Mainz 05,Anton Stach,GER,MF,23.0,"€ 17,500 (£ 15,055, $19,136)","€ 910,000 (£ 782,882, $995,049)",Unverified estimation
Fulham,Antonee Robinson,USA,DF,24.0,"£ 25,000 (€ 29,059, $31,775)","£ 1,300,000 (€ 1,511,083, $1,652,309)",
Angers,Antonin Bobichon,FRA,"FW,MF",26.0,"€ 3,269 (£ 2,813, $3,575)","€ 170,000 (£ 146,253, $185,888)",Unverified estimation
Lecce,Antonino Gallo,ITA,DF,22.0,"€ 18,462 (£ 15,883, $20,187)","€ 960,000 (£ 825,898, $1,049,722)",Unverified estimation
Cádiz,Antonio Blanco,ESP,MF,22.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Salernitana,Antonio Candreva,ITA,MF,35.0,"€ 46,346 (£ 39,872, $50,678)","€ 2,410,000 (£ 2,073,348, $2,635,240)",
Milan,Antonio Mirante,ITA,GK,39.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",
Salernitana,Antonio Pio Iervolino,,,19.0,"€ 1,077 (£ 926, $1,178)","€ 56,000 (£ 48,177, $61,234)",Unverified estimation
Mallorca,Antonio Raillo,ESP,DF,30.0,"€ 15,000 (£ 12,905, $16,402)","€ 780,000 (£ 671,042, $852,899)",Unverified estimation
Bologna,Antonio Raimondo,ITA,FW,18.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Real Madrid,Antonio Rüdiger,GER,DF,29.0,"€ 280,385 (£ 241,218, $306,590)","€ 14,580,000 (£ 12,543,325, $15,942,656)",
Torino,Antonio Sanabria,PAR,FW,26.0,"€ 56,923 (£ 48,972, $62,243)","€ 2,960,000 (£ 2,546,519, $3,236,643)",
Mallorca,Antonio Sánchez,ESP,"MF,DF",25.0,"€ 7,500 (£ 6,452, $8,201)","€ 390,000 (£ 335,521, $426,450)",Unverified estimation
Dortmund,Antonios Papadopoulos,GER,"DF,MF",22.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Stuttgart,Antonis Aidonis,GER,DF,21.0,"€ 2,308 (£ 1,985, $2,523)","€ 120,000 (£ 103,237, $131,215)",Unverified estimation
Monza,Antonis Siatounis,GRE,MF,19.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Manchester Utd,Antony,BRA,MF,22.0,"£ 200,000 (€ 232,474, $254,201)","£ 10,400,000 (€ 12,088,660, $13,218,475)",
Fiorentina,Antonín Barák,CZE,MF,27.0,"€ 53,462 (£ 45,994, $58,458)","€ 2,780,000 (£ 2,391,663, $3,039,820)",
Valladolid,Anuar,MAR,"MF,FW",27.0,"€ 28,846 (£ 24,817, $31,542)","€ 1,500,000 (£ 1,290,466, $1,640,191)",Unverified estimation
Reims,Arber Zeneli,KVX,"MF,FW",27.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",
Empoli,Ardian Ismajli,ALB,DF,25.0,"€ 32,115 (£ 27,629, $35,117)","€ 1,670,000 (£ 1,436,718, $1,826,079)",
Clermont Foot,Arial Mendy,SEN,MF,27.0,"€ 3,077 (£ 2,647, $3,365)","€ 160,000 (£ 137,650, $174,954)",Unverified estimation
Osasuna,Aridane Hernández,ESP,DF,33.0,"€ 11,731 (£ 10,092, $12,827)","€ 610,000 (£ 524,789, $667,011)",Unverified estimation
Real Sociedad,Aritz Elustondo,ESP,DF,28.0,"€ 35,577 (£ 30,607, $38,902)","€ 1,850,000 (£ 1,591,574, $2,022,902)",Unverified estimation
Juventus,Arkadiusz Milik,POL,FW,28.0,"€ 86,346 (£ 74,284, $94,416)","€ 4,490,000 (£ 3,862,793, $4,909,638)",
Spezia,Arkadiusz Reca,POL,"MF,DF",27.0,"€ 22,115 (£ 19,026, $24,182)","€ 1,150,000 (£ 989,357, $1,257,480)",
Sassuolo,Armand Lauriente,FRA,"FW,MF",23.0,"€ 22,115 (£ 19,026, $24,182)","€ 1,150,000 (£ 989,357, $1,257,480)",Unverified estimation
Chelsea,Armando Broja,ALB,FW,20.0,"£ 40,000 (€ 46,495, $50,840)","£ 2,080,000 (€ 2,417,732, $2,643,695)",Unverified estimation
Monza,Armando Izzo,ITA,DF,30.0,"€ 60,577 (£ 52,115, $66,238)","€ 3,150,000 (£ 2,709,978, $3,444,401)",
Southampton,Armel Bella Kotchap,GER,DF,20.0,"£ 15,000 (€ 17,436, $19,065)","£ 780,000 (€ 906,650, $991,386)",Unverified estimation
Girona,Arnau Martinez,ESP,DF,19.0,"€ 7,692 (£ 6,618, $8,411)","€ 400,000 (£ 344,124, $437,384)",Unverified estimation
Almería,Arnau Puigmal,ESP,MF,21.0,"€ 2,981 (£ 2,564, $3,259)","€ 155,000 (£ 133,348, $169,486)",Unverified estimation
Barcelona,Arnau Tenas,ESP,GK,21.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Rennes,Arnaud Kalimuendo,FRA,FW,20.0,"€ 28,846 (£ 24,817, $31,542)","€ 1,500,000 (£ 1,290,466, $1,640,191)",Unverified estimation
Montpellier,Arnaud Nordin,FRA,"MF,FW",24.0,"€ 14,423 (£ 12,408, $15,771)","€ 750,000 (£ 645,233, $820,095)",Unverified estimation
Montpellier,Arnaud Souquet,FRA,DF,30.0,"€ 8,269 (£ 7,114, $9,042)","€ 430,000 (£ 369,933, $470,188)",Unverified estimation
Villarreal,Arnaut Danjuma,NED,FW,25.0,"€ 60,192 (£ 51,784, $65,818)","€ 3,130,000 (£ 2,692,771, $3,422,532)",
Augsburg,Arne Maier,GER,MF,23.0,"€ 19,231 (£ 16,544, $21,028)","€ 1,000,000 (£ 860,310, $1,093,461)",Unverified estimation
Fiorentina,Arthur Cabral,BRA,FW,24.0,"€ 41,923 (£ 36,067, $45,841)","€ 2,180,000 (£ 1,875,477, $2,383,744)",
Juventus,Arthur Melo,BRA,,26.0,"€ 61,731 (£ 53,108, $67,500)","€ 3,210,000 (£ 2,761,596, $3,510,009)",
Rennes,Arthur Theate,BEL,DF,22.0,"€ 55,962 (£ 48,144, $61,192)","€ 2,910,000 (£ 2,503,503, $3,181,970)",
Real Sociedad,Asier Illarramendi,ESP,MF,32.0,"€ 57,692 (£ 49,633, $63,084)","€ 3,000,000 (£ 2,580,931, $3,280,382)",
Athletic Club,Asier Villalibre,ESP,FW,24.0,"€ 34,038 (£ 29,284, $37,220)","€ 1,770,000 (£ 1,522,749, $1,935,425)",Unverified estimation
Everton,Asmir Begović,BIH,GK,35.0,"£ 45,000 (€ 52,307, $57,195)","£ 2,340,000 (€ 2,719,949, $2,974,157)",Unverified estimation
Lecce,Assan Ceesay,GAM,FW,28.0,"€ 24,615 (£ 21,177, $26,916)","€ 1,280,000 (£ 1,101,197, $1,399,630)",Unverified estimation
Milan,Aster Vranckx,BEL,MF,19.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",
Stuttgart,Atakan Karazor,TUR,MF,25.0,"€ 9,038 (£ 7,776, $9,883)","€ 470,000 (£ 404,346, $513,926)",Unverified estimation
Celta Vigo,Augusto Solari,ARG,MF,30.0,"€ 25,962 (£ 22,335, $28,388)","€ 1,350,000 (£ 1,161,419, $1,476,172)",Unverified estimation
Spezia,Aurélien Nguiamba,FRA,MF,23.0,"€ 4,423 (£ 3,805, $4,836)","€ 230,000 (£ 197,871, $251,496)",
Real Madrid,Aurélien Tchouaméni,FRA,MF,22.0,"€ 240,385 (£ 206,805, $262,851)","€ 12,500,000 (£ 10,753,879, $13,668,258)",
Eintracht Frankfurt,Aurélio Buta,POR,"MF,DF",25.0,"€ 9,231 (£ 7,941, $10,093)","€ 480,000 (£ 412,949, $524,861)",Unverified estimation
Cádiz,Awer Mabil,AUS,MF,26.0,"€ 7,500 (£ 6,452, $8,201)","€ 390,000 (£ 335,521, $426,450)",Unverified estimation
Brest,Axel Camblan,FRA,FW,18.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Monaco,Axel Disasi,FRA,DF,24.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",Unverified estimation
Udinese,Axel Guessand,FRA,DF,17.0,"€ 2,885 (£ 2,482, $3,154)","€ 150,000 (£ 129,047, $164,019)",Unverified estimation
Manchester Utd,Axel Tuanzebe,COD,,24.0,"£ 50,000 (€ 58,119, $63,550)","£ 2,600,000 (€ 3,022,165, $3,304,619)",
Elche,Axel Werner,ARG,GK,26.0,"€ 4,038 (£ 3,474, $4,416)","€ 210,000 (£ 180,665, $229,627)",Unverified estimation
Atlético Madrid,Axel Witsel,BEL,"MF,DF",33.0,"€ 160,192 (£ 137,815, $175,164)","€ 8,330,000 (£ 7,166,385, $9,108,527)",Unverified estimation
Marseille,Aylan Benyahia-Tani,,CF,17.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Leverkusen,Ayman Azhil,MAR,MF,21.0,"€ 1,538 (£ 1,324, $1,682)","€ 80,000 (£ 68,825, $87,477)",Unverified estimation
Paris Saint-Germain,Ayman Kari,FRA,MF,17.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Mainz 05,Aymen Barkok,MAR,MF,24.0,"€ 16,154 (£ 13,897, $17,664)","€ 840,000 (£ 722,661, $918,507)",Unverified estimation
Strasbourg,Aymeric Ahmed,COM,AM,18.0,"€ 385 (£ 331, $421)","€ 20,000 (£ 17,206, $21,869)",Unverified estimation
Manchester City,Aymeric Laporte,ESP,DF,28.0,"£ 120,000 (€ 139,485, $152,521)","£ 6,240,000 (€ 7,253,196, $7,931,085)",
Leicester City,Ayoze Pérez,ESP,MF,29.0,"£ 45,000 (€ 52,307, $57,195)","£ 2,340,000 (€ 2,719,949, $2,974,157)",
Reims,Azor Matusiwa,NED,MF,24.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",
Angers,Azzedine Ounahi,MAR,MF,22.0,"€ 11,538 (£ 9,927, $12,617)","€ 600,000 (£ 516,186, $656,076)",Unverified estimation
Villarreal,Aïssa Mandi,ALG,DF,30.0,"€ 30,769 (£ 26,471, $33,645)","€ 1,600,000 (£ 1,376,497, $1,749,537)",
Bologna,Babis Lykogiannis,GRE,DF,28.0,"€ 17,885 (£ 15,386, $19,556)","€ 930,000 (£ 800,089, $1,016,918)",
Nice,Badredine Bouanani,ALG,"FW,MF",17.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Lille,Bafodé Diakité,FRA,DF,21.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Clermont Foot,Baila Diallo,FRA,DF,21.0,"€ 1,923 (£ 1,654, $2,103)","€ 100,000 (£ 86,031, $109,346)",Unverified estimation
Marseille,Bamba Dieng,SEN,FW,22.0,"€ 8,654 (£ 7,445, $9,463)","€ 450,000 (£ 387,140, $492,057)",Unverified estimation
Lorient,Bamo Meïté,,DM,21.0,"€ 962 (£ 827, $1,051)","€ 50,000 (£ 43,016, $54,673)",Unverified estimation
Rennes,Baptiste Santamaria,FRA,MF,27.0,"€ 30,192 (£ 25,975, $33,014)","€ 1,570,000 (£ 1,350,687, $1,716,733)",Unverified estimation
Wolfsburg,Bartol Franjić,CRO,MF,22.0,"€ 18,077 (£ 15,552, $19,766)","€ 940,000 (£ 808,692, $1,027,853)",Unverified estimation
Napoli,Bartosz Bereszyński,POL,"DF,FW",30.0,"€ 15,962 (£ 13,732, $17,453)","€ 830,000 (£ 714,058, $907,572)",
Marseille,Bartuğ Elmaz,TUR,MF,19.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Spezia,Bartłomiej Drągowski,POL,GK,24.0,"€ 25,000 (£ 21,508, $27,337)","€ 1,300,000 (£ 1,118,403, $1,421,499)",
Angers,Batista Mendy,FRA,"MF,DF",22.0,"€ 10,577 (£ 9,099, $11,565)","€ 550,000 (£ 473,171, $601,403)",Unverified estimation
Rayo Vallecano,Bebé,CPV,"FW,MF",32.0,"€ 5,385 (£ 4,632, $5,888)","€ 280,000 (£ 240,887, $306,169)",Unverified estimation
Mainz 05,Ben Bobzien,GER,FW,19.0,"€ 8,077 (£ 6,949, $8,832)","€ 420,000 (£ 361,330, $459,253)",Unverified estimation
Chelsea,Ben Chilwell,ENG,"MF,DF",25.0,"£ 200,000 (€ 232,474, $254,201)","£ 10,400,000 (€ 12,088,660, $13,218,475)",
Tottenham Hotspur,Ben Davies,WAL,DF,29.0,"£ 80,000 (€ 92,990, $101,681)","£ 4,160,000 (€ 4,835,464, $5,287,390)",Unverified estimation
Everton,Ben Godfrey,ENG,DF,24.0,"£ 75,000 (€ 87,178, $95,326)","£ 3,900,000 (€ 4,533,248, $4,956,928)",
West Ham United,Ben Johnson,ENG,"DF,MF",22.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",
Brentford,Ben Mee,ENG,DF,32.0,"£ 55,000 (€ 63,930, $69,905)","£ 2,860,000 (€ 3,324,382, $3,635,081)",Unverified estimation
Bournemouth,Ben Pearson,ENG,MF,27.0,"£ 8,000 (€ 9,299, $10,168)","£ 416,000 (€ 483,546, $528,739)",
Arsenal,Ben White,ENG,DF,24.0,"£ 120,000 (€ 139,485, $152,521)","£ 6,240,000 (€ 7,253,196, $7,931,085)",
Lille,Benjamin André,FRA,MF,31.0,"€ 30,000 (£ 25,809, $32,804)","€ 1,560,000 (£ 1,342,084, $1,705,799)",
Strasbourg,Benjamin Besic,FRA,RM,20.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Rennes,Benjamin Bourigeaud,FRA,"MF,FW",28.0,"€ 43,846 (£ 37,721, $47,944)","€ 2,280,000 (£ 1,961,508, $2,493,090)",Unverified estimation
Werder Bremen,Benjamin Goller,GER,"FW,MF",23.0,"€ 2,115 (£ 1,820, $2,313)","€ 110,000 (£ 94,634, $120,281)",Unverified estimation
RB Leipzig,Benjamin Henrichs,GER,DF,25.0,"€ 73,077 (£ 62,869, $79,907)","€ 3,800,000 (£ 3,269,179, $4,155,150)",
Hoffenheim,Benjamin Hübner,GER,DF,33.0,"€ 16,923 (£ 14,559, $18,505)","€ 880,000 (£ 757,073, $962,245)",Unverified estimation
Espanyol,Benjamin Lecomte,FRA,GK,31.0,"€ 59,423 (£ 51,122, $64,977)","€ 3,090,000 (£ 2,658,359, $3,378,793)",Unverified estimation
Augsburg,Benjamin Leneis,GER,GK,23.0,"€ 1,731 (£ 1,489, $1,893)","€ 90,000 (£ 77,428, $98,411)",Unverified estimation
Ajaccio,Benjamin Leroy,FRA,GK,33.0,"€ 5,577 (£ 4,798, $6,098)","€ 290,000 (£ 249,490, $317,104)",Unverified estimation
Manchester City,Benjamin Mendy,FRA,,28.0,"£ 90,000 (€ 104,613, $114,391)","£ 4,680,000 (€ 5,439,897, $5,948,314)",
Bayern Munich,Benjamin Pavard,FRA,DF,26.0,"€ 96,154 (£ 82,722, $105,140)","€ 5,000,000 (£ 4,301,552, $5,467,303)",
Freiburg,Benjamin Uphoff,GER,GK,28.0,"€ 7,308 (£ 6,287, $7,991)","€ 380,000 (£ 326,918, $415,515)",Unverified estimation
Köln,Benno Schmitz,GER,DF,27.0,"€ 11,154 (£ 9,596, $12,196)","€ 580,000 (£ 498,980, $634,207)",Unverified estimation
Chelsea,Benoît Badiashile,FRA,DF,21.0,"£ 90,000 (€ 104,613, $114,391)","£ 4,680,000 (€ 5,439,897, $5,948,314)",Unverified estimation
Auxerre,Benoît Costil,FRA,GK,35.0,"€ 27,885 (£ 23,989, $30,491)","€ 1,450,000 (£ 1,247,450, $1,585,518)",Unverified estimation
Atalanta,Berat Djimsiti,ALB,DF,29.0,"€ 28,462 (£ 24,486, $31,122)","€ 1,480,000 (£ 1,273,259, $1,618,322)",
Girona,Bernardo Espinosa,COL,DF,33.0,"€ 9,231 (£ 7,941, $10,093)","€ 480,000 (£ 412,949, $524,861)",Unverified estimation
Manchester City,Bernardo Silva,POR,"MF,FW",27.0,"£ 150,000 (€ 174,356, $190,651)","£ 7,800,000 (€ 9,066,495, $9,913,856)",
Fulham,Bernd Leno,GER,GK,30.0,"£ 90,000 (€ 104,613, $114,391)","£ 4,680,000 (€ 5,439,897, $5,948,314)",
Udinese,Beto,GNB,FW,24.0,"€ 3,654 (£ 3,143, $3,995)","€ 190,000 (£ 163,459, $207,758)",
Ajaccio,Bevic Moussiti-Oko,CGO,FW,27.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Real Sociedad,Beñat Turrientes,ESP,MF,20.0,"€ 9,615 (£ 8,272, $10,514)","€ 500,000 (£ 430,155, $546,730)",Unverified estimation
Nice,Billal Brahimi,ALG,RW,22.0,"€ 2,692 (£ 2,316, $2,944)","€ 140,000 (£ 120,443, $153,084)",Unverified estimation
Brighton,Billy Gilmour,SCO,MF,21.0,"£ 20,000 (€ 23,247, $25,420)","£ 1,040,000 (€ 1,208,866, $1,321,847)",Unverified estimation
Montpellier,Bingourou Kamara,SEN,GK,25.0,"€ 6,923 (£ 5,956, $7,570)","€ 360,000 (£ 309,712, $393,646)",Unverified estimation
Auxerre,Birama Touré,MLI,MF,30.0,"€ 8,846 (£ 7,610, $9,673)","€ 460,000 (£ 395,743, $502,992)",
Rennes,Birger Meling,NOR,DF,27.0,"€ 30,000 (£ 25,809, $32,804)","€ 1,560,000 (£ 1,342,084, $1,705,799)",Unverified estimation
Fulham,Bobby De Cordova-Reid,JAM,"MF,DF",29.0,"£ 35,000 (€ 40,683, $44,485)","£ 1,820,000 (€ 2,115,516, $2,313,233)",
Lorient,Bonke Innocent,NGA,MF,26.0,"€ 5,192 (£ 4,467, $5,678)","€ 270,000 (£ 232,284, $295,234)",Unverified estimation
Girona,Borja García,ESP,"MF,FW",31.0,"€ 5,769 (£ 4,963, $6,308)","€ 300,000 (£ 258,093, $328,038)",Unverified estimation
Real Betis,Borja Iglesias,ESP,FW,29.0,"€ 30,769 (£ 26,471, $33,645)","€ 1,600,000 (£ 1,376,497, $1,749,537)",Unverified estimation
Getafe,Borja Mayoral,ESP,FW,25.0,"€ 92,115 (£ 79,248, $100,725)","€ 4,790,000 (£ 4,120,887, $5,237,676)",
Stuttgart,Borna Sosa,CRO,"MF,DF",24.0,"€ 12,308 (£ 10,588, $13,458)","€ 640,000 (£ 550,599, $699,815)",Unverified estimation
Wolves,Boubacar Traoré,MLI,MF,20.0,"£ 55,000 (€ 63,930, $69,905)","£ 2,860,000 (€ 3,324,382, $3,635,081)",
Leicester City,Boubakary Soumaré,FRA,MF,23.0,"£ 80,000 (€ 92,990, $101,681)","£ 4,160,000 (€ 4,835,464, $5,287,390)",
Salernitana,Boulaye Dia,SEN,"FW,MF",25.0,"€ 34,423 (£ 29,615, $37,640)","€ 1,790,000 (£ 1,539,956, $1,957,294)",
Bayern Munich,Bouna Sarr,SEN,"DF,MF",30.0,"€ 36,538 (£ 31,434, $39,953)","€ 1,900,000 (£ 1,634,590, $2,077,575)",
Lyon,Bradley Barcola,FRA,"FW,MF",19.0,"€ 7,500 (£ 6,452, $8,201)","€ 390,000 (£ 335,521, $426,450)",Unverified estimation
Reims,Bradley Locko,FRA,"MF,DF",20.0,"€ 769 (£ 662, $841)","€ 40,000 (£ 34,412, $43,738)",Unverified estimation
Milan,Brahim Díaz,MAR,"FW,MF",22.0,"€ 36,923 (£ 31,765, $40,374)","€ 1,920,000 (£ 1,651,796, $2,099,444)",
Mallorca,Braian Cufré,ARG,"MF,DF",25.0,"€ 9,615 (£ 8,272, $10,514)","€ 500,000 (£ 430,155, $546,730)",Unverified estimation
Real Sociedad,Brais Méndez,ESP,MF,25.0,"€ 42,308 (£ 36,398, $46,262)","€ 2,200,000 (£ 1,892,683, $2,405,613)",Unverified estimation
Udinese,Bram Nuytinck,NED,DF,32.0,"€ 21,346 (£ 18,364, $23,341)","€ 1,110,000 (£ 954,944, $1,213,741)",
Toulouse,Branco van den Boomen,NED,MF,27.0,"€ 16,154 (£ 13,897, $17,664)","€ 840,000 (£ 722,661, $918,507)",
Tottenham Hotspur,Brandon Austin,ENG,GK,23.0,"£ 7,500 (€ 8,718, $9,533)","£ 390,000 (€ 453,325, $495,693)",Unverified estimation
Clermont Foot,Brandon Baiye,BEL,MF,21.0,"€ 4,038 (£ 3,474, $4,416)","€ 210,000 (£ 180,665, $229,627)",Unverified estimation
Atalanta,Brandon Soppy,FRA,MF,20.0,"€ 14,808 (£ 12,739, $16,192)","€ 770,000 (£ 662,439, $841,965)",
Manchester Utd,Brandon Williams,ENG,DF,21.0,"£ 65,000 (€ 75,554, $82,615)","£ 3,380,000 (€ 3,928,815, $4,296,004)",
Auxerre,Brayann Pereira,FRA,DF,19.0,"€ 1,154 (£ 993, $1,262)","€ 60,000 (£ 51,619, $65,608)",Unverified estimation
Toulouse,Brecht Dejaegere,BEL,MF,31.0,"€ 13,846 (£ 11,912, $15,140)","€ 720,000 (£ 619,423, $787,292)",
Monaco,Breel Embolo,SUI,FW,25.0,"€ 77,308 (£ 66,509, $84,533)","€ 4,020,000 (£ 3,458,448, $4,395,712)",Unverified estimation
Brest,Brendan Chardonnet,FRA,DF,27.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",
Leeds United,Brenden Aaronson,USA,MF,21.0,"£ 45,000 (€ 52,307, $57,195)","£ 2,340,000 (€ 2,719,949, $2,974,157)",
Nottingham Forest,Brennan Johnson,WAL,"FW,MF",21.0,"£ 30,000 (€ 34,871, $38,130)","£ 1,560,000 (€ 1,813,299, $1,982,771)",Unverified estimation
Torino,Brian Bayeye,COD,MF,22.0,"€ 10,769 (£ 9,265, $11,776)","€ 560,000 (£ 481,774, $612,338)",Unverified estimation
Cádiz,Brian Ocampo,URU,MF,23.0,"€ 10,385 (£ 8,934, $11,355)","€ 540,000 (£ 464,568, $590,469)",Unverified estimation
