Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
Fulham,Andreas Pereira,BRA,MF,27.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Rayo Vallecano,Andrei Ratiu,ROU,"DF,MF",25.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Hoffenheim,Andrej Kramarić,CRO,"MF,FW",32.0,"€ 76,923 (£ 64,987, $82,665)","€ 4,000,000 (£ 3,379,316, $4,298,579)",Unverified estimation
Nottingham Forest,Andrew Omobamidele,IRL,DF,21.0,"£ 35,000 (€ 41,429, $44,521)","£ 1,820,000 (€ 2,154,309, $2,315,110)",Unverified estimation
Liverpool,Andrew Robertson,SCO,DF,29.0,"£ 100,000 (€ 118,369, $127,204)","£ 5,200,000 (€ 6,155,169, $6,614,600)",
Nottingham Forest,Andrey Santos,BRA,MF,19.0,"£ 10,000 (€ 11,837, $12,720)","£ 520,000 (€ 615,517, $661,460)",Unverified estimation
Real Madrid,Andriy Lunin,UKR,GK,24.0,"€ 54,038 (£ 45,653, $58,072)","€ 2,810,000 (£ 2,373,970, $3,019,752)",
Luton Town,Andros Townsend,ENG,"MF,FW",32.0,"£ 12,500 (€ 14,796, $15,900)","£ 650,000 (€ 769,396, $826,825)",Unverified estimation
Union Berlin,András Schäfer,HUN,MF,24.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Granada,André Ferreira,POR,GK,27.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Everton,André Gomes,POR,MF,30.0,"£ 112,308 (€ 132,937, $142,860)","£ 5,840,000 (€ 6,912,728, $7,428,705)",
Manchester Utd,André Onana,CMR,GK,27.0,"£ 120,000 (€ 142,042, $152,645)","£ 6,240,000 (€ 7,386,203, $7,937,520)",
Real Sociedad,André Silva,POR,FW,27.0,"€ 96,154 (£ 81,234, $103,331)","€ 5,000,000 (£ 4,224,145, $5,373,223)",
Real Betis,Andrés Guardado,MEX,MF,36.0,"€ 26,923 (£ 22,745, $28,933)","€ 1,400,000 (£ 1,182,761, $1,504,503)",Unverified estimation
Lens,Andy Diouf,FRA,MF,20.0,"€ 17,308 (£ 14,622, $18,600)","€ 900,000 (£ 760,346, $967,180)",Unverified estimation
Le Havre,Andy Logbo,,CF,19.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Everton,Andy Lonergan,IRL,GK,39.0,"£ 7,500 (€ 8,878, $9,540)","£ 390,000 (€ 461,638, $496,095)",Unverified estimation
Clermont Foot,Andy Pelmard,MAD,DF,23.0,"€ 8,654 (£ 7,311, $9,300)","€ 450,000 (£ 380,173, $483,590)",Unverified estimation
Sheffield United,Anel Ahmedhodžić,BIH,DF,24.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Torino,Ange Caumenan N'Guessan,,CB,20.0,"€ 2,692 (£ 2,275, $2,893)","€ 140,000 (£ 118,276, $150,450)",Unverified estimation
Lille,Angel Gomes,ENG,MF,22.0,"€ 13,654 (£ 11,535, $14,673)","€ 710,000 (£ 599,829, $762,998)",Unverified estimation
Lens,Angelo Fulgini,FRA,MF,26.0,"€ 35,000 (£ 29,569, $37,613)","€ 1,820,000 (£ 1,537,589, $1,955,853)",Unverified estimation
West Ham United,Angelo Ogbonna,ITA,DF,35.0,"£ 70,000 (€ 82,858, $89,043)","£ 3,640,000 (€ 4,308,618, $4,630,220)",
Stuttgart,Angelo Stiller,GER,MF,22.0,"€ 25,000 (£ 21,121, $26,866)","€ 1,300,000 (£ 1,098,278, $1,397,038)",Unverified estimation
Sheffield United,Anis Slimane,,CM,22.0,"£ 12,500 (€ 14,796, $15,900)","£ 650,000 (€ 769,396, $826,825)",Unverified estimation
Eintracht Frankfurt,Ansgar Knauff,GER,"MF,FW",21.0,"€ 10,385 (£ 8,773, $11,160)","€ 540,000 (£ 456,208, $580,308)",Unverified estimation
Barcelona,Ansu Fati,ESP,"FW,MF",20.0,"€ 52,115 (£ 44,029, $56,006)","€ 2,710,000 (£ 2,289,487, $2,912,287)",
Osasuna,Ante Budimir,CRO,FW,32.0,"€ 25,962 (£ 21,933, $27,899)","€ 1,350,000 (£ 1,140,519, $1,450,770)",Unverified estimation
Mainz 05,Anthony Caci,FRA,"MF,DF",26.0,"€ 32,308 (£ 27,294, $34,719)","€ 1,680,000 (£ 1,419,313, $1,805,403)",Unverified estimation
Nottingham Forest,Anthony Elanga,SWE,"MF,FW",21.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Newcastle United,Anthony Gordon,ENG,FW,22.0,"£ 60,000 (€ 71,021, $76,322)","£ 3,120,000 (€ 3,693,101, $3,968,760)",Unverified estimation
Werder Bremen,Anthony Jung,GER,"DF,MF",31.0,"€ 22,115 (£ 18,684, $23,766)","€ 1,150,000 (£ 971,553, $1,235,841)",Unverified estimation
Lyon,Anthony Lopes,POR,GK,32.0,"€ 80,769 (£ 68,236, $86,798)","€ 4,200,000 (£ 3,548,282, $4,513,508)",
Bochum,Anthony Losilla,FRA,MF,37.0,"€ 10,385 (£ 8,773, $11,160)","€ 540,000 (£ 456,208, $580,308)",Unverified estimation
Getafe,Anthony Lozano,HON,FW,30.0,"€ 13,462 (£ 11,373, $14,466)","€ 700,000 (£ 591,380, $752,251)",Unverified estimation
Manchester Utd,Anthony Martial,FRA,"FW,MF",27.0,"£ 250,000 (€ 295,922, $318,010)","£ 13,000,000 (€ 15,387,922, $16,536,501)",
Frosinone,Anthony Oyono,GAB,"DF,MF",22.0,"€ 6,731 (£ 5,686, $7,233)","€ 350,000 (£ 295,690, $376,126)",Unverified estimation
Stuttgart,Anthony Rouault,FRA,DF,22.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Atlético Madrid,Antoine Griezmann,FRA,"FW,MF",32.0,"€ 240,385 (£ 203,084, $258,328)","€ 12,500,000 (£ 10,560,364, $13,433,059)",
Le Havre,Antoine Joujou,FRA,"MF,FW",20.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Cagliari,Antoine Makoumbou,CGO,MF,25.0,"€ 18,077 (£ 15,272, $19,426)","€ 940,000 (£ 794,139, $1,010,166)",Unverified estimation
Nice,Antoine Mendy,SEN,DF,19.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Bournemouth,Antoine Semenyo,GHA,MF,23.0,"£ 20,000 (€ 23,674, $25,441)","£ 1,040,000 (€ 1,231,034, $1,322,920)",Unverified estimation
Hoffenheim,Anton Stach,GER,MF,24.0,"€ 36,538 (£ 30,869, $39,266)","€ 1,900,000 (£ 1,605,175, $2,041,825)",Unverified estimation
Fulham,Antonee Robinson,USA,DF,25.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Lecce,Antonino Gallo,ITA,DF,23.0,"€ 18,462 (£ 15,597, $19,840)","€ 960,000 (£ 811,036, $1,031,659)",Unverified estimation
Alavés,Antonio Blanco,ESP,MF,23.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Salernitana,Antonio Candreva,ITA,MF,36.0,"€ 46,346 (£ 39,155, $49,806)","€ 2,410,000 (£ 2,036,038, $2,589,894)",
Milan,Antonio Mirante,ITA,GK,40.0,"€ 25,000 (£ 21,121, $26,866)","€ 1,300,000 (£ 1,098,278, $1,397,038)",
Granada,Antonio Puertas,ESP,"MF,FW",31.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",Unverified estimation
Mallorca,Antonio Raillo,ESP,DF,31.0,"€ 16,923 (£ 14,297, $18,186)","€ 880,000 (£ 743,450, $945,687)",Unverified estimation
Real Madrid,Antonio Rüdiger,GER,DF,30.0,"€ 280,385 (£ 236,877, $301,314)","€ 14,580,000 (£ 12,317,608, $15,668,320)",
Torino,Antonio Sanabria,PAR,FW,27.0,"€ 56,923 (£ 48,090, $61,172)","€ 2,960,000 (£ 2,500,694, $3,180,948)",
Alavés,Antonio Sivera,ESP,GK,26.0,"€ 16,923 (£ 14,297, $18,186)","€ 880,000 (£ 743,450, $945,687)",Unverified estimation
Mallorca,Antonio Sánchez,ESP,MF,26.0,"€ 7,500 (£ 6,336, $8,060)","€ 390,000 (£ 329,483, $419,111)",Unverified estimation
Udinese,Antonio Tikvić,CRO,DF,19.0,"€ 3,654 (£ 3,087, $3,927)","€ 190,000 (£ 160,518, $204,182)",Unverified estimation
Dortmund,Antonios Papadopoulos,GER,DF,23.0,"€ 3,462 (£ 2,924, $3,720)","€ 180,000 (£ 152,069, $193,436)",Unverified estimation
Manchester Utd,Antony,BRA,MF,23.0,"£ 200,000 (€ 236,737, $254,408)","£ 10,400,000 (€ 12,310,338, $13,229,200)",
Fiorentina,Antonín Barák,CZE,"MF,FW",28.0,"€ 53,462 (£ 45,166, $57,452)","€ 2,780,000 (£ 2,348,625, $2,987,512)",
Real Madrid,Arda Güler,TUR,MF,18.0,"€ 100,000 (£ 84,483, $107,464)","€ 5,200,000 (£ 4,393,111, $5,588,152)",Unverified estimation
Empoli,Ardian Ismajli,ALB,DF,26.0,"€ 25,000 (£ 21,121, $26,866)","€ 1,300,000 (£ 1,098,278, $1,397,038)",
Rayo Vallecano,Aridane Hernández,ESP,DF,34.0,"€ 8,846 (£ 7,473, $9,506)","€ 460,000 (£ 388,621, $494,337)",Unverified estimation
Burnley,Arijanet Muric,KVX,GK,24.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Frosinone,Arijon Ibrahimović,GER,"MF,FW",17.0,"€ 3,654 (£ 3,087, $3,927)","€ 190,000 (£ 160,518, $204,182)",Unverified estimation
Real Sociedad,Aritz Elustondo,ESP,DF,29.0,"€ 42,308 (£ 35,743, $45,466)","€ 2,200,000 (£ 1,858,624, $2,364,218)",Unverified estimation
Juventus,Arkadiusz Milik,POL,FW,29.0,"€ 86,346 (£ 72,948, $92,791)","€ 4,490,000 (£ 3,793,283, $4,825,155)",
Sassuolo,Armand Lauriente,FRA,"MF,FW",24.0,"€ 22,115 (£ 18,684, $23,766)","€ 1,150,000 (£ 971,553, $1,235,841)",Unverified estimation
Monza,Armando Anastasio,ITA,LB,27.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",Unverified estimation
Chelsea,Armando Broja,ALB,FW,21.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",Unverified estimation
Monza,Armando Izzo,ITA,DF,31.0,"€ 60,577 (£ 51,177, $65,099)","€ 3,150,000 (£ 2,661,212, $3,385,131)",
Girona,Arnau Martinez,ESP,DF,20.0,"€ 7,692 (£ 6,499, $8,267)","€ 400,000 (£ 337,932, $429,858)",Unverified estimation
Almería,Arnau Puigmal,ESP,"MF,DF",22.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Paris Saint-Germain,Arnau Tenas,ESP,GK,22.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Rennes,Arnaud Kalimuendo,FRA,FW,21.0,"€ 28,846 (£ 24,370, $30,999)","€ 1,500,000 (£ 1,267,244, $1,611,967)",Unverified estimation
Montpellier,Arnaud Nordin,FRA,"MF,FW",25.0,"€ 14,423 (£ 12,185, $15,500)","€ 750,000 (£ 633,622, $805,984)",Unverified estimation
Villarreal,Arnaut Danjuma,NED,LW,26.0,,,
Augsburg,Arne Engels,BEL,"MF,DF",19.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Augsburg,Arne Maier,GER,"MF,FW",24.0,"€ 19,231 (£ 16,247, $20,666)","€ 1,000,000 (£ 844,829, $1,074,645)",Unverified estimation
Toulouse,Aron Dønnum,NOR,"MF,FW",25.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Le Havre,Arouna Sangante,SEN,DF,21.0,"€ 8,077 (£ 6,824, $8,680)","€ 420,000 (£ 354,828, $451,351)",Unverified estimation
Real Sociedad,Arsen Zakharyan,RUS,"MF,FW",20.0,"€ 14,423 (£ 12,185, $15,500)","€ 750,000 (£ 633,622, $805,984)",Unverified estimation
Girona,Artem Dovbyk,UKR,FW,26.0,"€ 48,077 (£ 40,617, $51,666)","€ 2,500,000 (£ 2,112,073, $2,686,612)",Unverified estimation
Leverkusen,Arthur,BRA,MF,20.0,"€ 13,846 (£ 11,698, $14,880)","€ 720,000 (£ 608,277, $773,744)",Unverified estimation
Metz,Arthur Atta,FRA,MF,20.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",Unverified estimation
Le Havre,Arthur Desmas,FRA,GK,29.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Juventus,Arthur Melo,BRA,CM,26.0,"€ 61,731 (£ 52,152, $66,339)","€ 3,210,000 (£ 2,711,901, $3,449,609)",
Rennes,Arthur Theate,BEL,DF,23.0,"€ 70,000 (£ 59,138, $75,225)","€ 3,640,000 (£ 3,075,178, $3,911,707)",Unverified estimation
Tottenham Hotspur,Ashley Phillips,,CB,18.0,"£ 15,000 (€ 17,755, $19,081)","£ 780,000 (€ 923,275, $992,190)",Unverified estimation
Everton,Ashley Young,ENG,"DF,MF",38.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",Unverified estimation
Athletic Club,Asier Villalibre,ESP,FW,25.0,"€ 34,038 (£ 28,757, $36,579)","€ 1,770,000 (£ 1,495,347, $1,902,121)",Unverified estimation
Wolfsburg,Aster Vranckx,BEL,MF,20.0,"€ 54,423 (£ 45,978, $58,485)","€ 2,830,000 (£ 2,390,866, $3,041,245)",Unverified estimation
Stuttgart,Atakan Karazor,TUR,MF,26.0,"€ 9,038 (£ 7,636, $9,713)","€ 470,000 (£ 397,070, $505,083)",Unverified estimation
Hoffenheim,Attila Szalai,HUN,DF,25.0,"€ 38,462 (£ 32,493, $41,332)","€ 2,000,000 (£ 1,689,658, $2,149,289)",Unverified estimation
Real Madrid,Aurélien Tchouaméni,FRA,"MF,DF",23.0,"€ 240,385 (£ 203,084, $258,328)","€ 12,500,000 (£ 10,560,364, $13,433,059)",
Eintracht Frankfurt,Aurélio Buta,POR,"MF,DF",26.0,"€ 9,231 (£ 7,798, $9,920)","€ 480,000 (£ 405,518, $515,829)",Unverified estimation
Sheffield United,Auston Trusty,USA,DF,24.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Brest,Axel Camblan,FRA,FW,19.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Chelsea,Axel Disasi,FRA,DF,25.0,"£ 80,000 (€ 94,695, $101,763)","£ 4,160,000 (€ 4,924,135, $5,291,680)",Unverified estimation
Udinese,Axel Guessand,FRA,DF,18.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Atlético Madrid,Axel Witsel,BEL,"DF,MF",34.0,"€ 160,192 (£ 135,335, $172,150)","€ 8,330,000 (£ 7,037,426, $8,951,790)",Unverified estimation
Lens,Ayanda Sishuba,BEL,MF,18.0,"€ 3,077 (£ 2,599, $3,307)","€ 160,000 (£ 135,173, $171,943)",Unverified estimation
Leverkusen,Ayman Aourir,GER,MF,18.0,"€ 3,077 (£ 2,599, $3,307)","€ 160,000 (£ 135,173, $171,943)",Unverified estimation
Lorient,Ayman Kari,FRA,MF,18.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Mainz 05,Aymen Barkok,MAR,MF,25.0,"€ 16,154 (£ 13,647, $17,360)","€ 840,000 (£ 709,656, $902,702)",Unverified estimation
Nice,Ayoub Amraoui,MAR,DF,19.0,"€ 4,808 (£ 4,062, $5,167)","€ 250,000 (£ 211,207, $268,661)",Unverified estimation
Real Betis,Ayoze Pérez,ESP,"MF,FW",30.0,"€ 24,038 (£ 20,308, $25,833)","€ 1,250,000 (£ 1,056,036, $1,343,306)",Unverified estimation
Reims,Azor Matusiwa,NED,MF,25.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Marseille,Azzedine Ounahi,MAR,MF,23.0,"€ 79,808 (£ 67,424, $85,765)","€ 4,150,000 (£ 3,506,041, $4,459,776)",Unverified estimation
Clermont Foot,Aïman Maurer,MAR,MF,18.0,"€ 2,500 (£ 2,112, $2,687)","€ 130,000 (£ 109,828, $139,704)",Unverified estimation
Union Berlin,Aïssa Laïdouni,TUN,MF,26.0,"€ 16,154 (£ 13,647, $17,360)","€ 840,000 (£ 709,656, $902,702)",Unverified estimation
Villarreal,Aïssa Mandi,ALG,DF,31.0,"€ 30,769 (£ 25,995, $33,066)","€ 1,600,000 (£ 1,351,727, $1,719,432)",
Bologna,Babis Lykogiannis,GRE,DF,29.0,"€ 17,885 (£ 15,109, $19,220)","€ 930,000 (£ 785,691, $999,420)",
Nice,Badredine Bouanani,ALG,FW,18.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Lille,Bafodé Diakité,FRA,DF,22.0,"€ 6,923 (£ 5,849, $7,440)","€ 360,000 (£ 304,138, $386,872)",Unverified estimation
Lorient,Bamba Dieng,SEN,FW,23.0,"€ 17,308 (£ 14,622, $18,600)","€ 900,000 (£ 760,346, $967,180)",Unverified estimation
Hoffenheim,Bambasé Conté,GER,MF,20.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Marseille,Bamo Meïté,CIV,DF,21.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Rennes,Baptiste Santamaria,FRA,MF,28.0,"€ 30,192 (£ 25,507, $32,446)","€ 1,570,000 (£ 1,326,382, $1,687,192)",Unverified estimation
Brighton,Bart Verbruggen,NED,GK,20.0,"£ 35,000 (€ 41,429, $44,521)","£ 1,820,000 (€ 2,154,309, $2,315,110)",Unverified estimation
Darmstadt 98,Bartol Franjić,CRO,MF,23.0,"€ 25,962 (£ 21,933, $27,899)","€ 1,350,000 (£ 1,140,519, $1,450,770)",Unverified estimation
Empoli,Bartosz Bereszyński,POL,DF,31.0,"€ 15,962 (£ 13,485, $17,153)","€ 830,000 (£ 701,208, $891,955)",
Nantes,Bastien Meupiyou,FRA,DF,17.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Rayo Vallecano,Bebé,CPV,"FW,MF",33.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",Unverified estimation
Montpellier,Becir Omeragic,SUI,"DF,MF",21.0,"€ 10,577 (£ 8,936, $11,366)","€ 550,000 (£ 464,656, $591,055)",Unverified estimation
Montpellier,Belmin Dizdarevic,,GK,22.0,"€ 3,077 (£ 2,599, $3,307)","€ 160,000 (£ 135,173, $171,943)",Unverified estimation
Villarreal,Ben Brereton,CHI,"MF,FW",24.0,"€ 38,462 (£ 32,493, $41,332)","€ 2,000,000 (£ 1,689,658, $2,149,289)",Unverified estimation
Chelsea,Ben Chilwell,ENG,"MF,DF",26.0,"£ 200,000 (€ 236,737, $254,408)","£ 10,400,000 (€ 12,310,338, $13,229,200)",
Tottenham Hotspur,Ben Davies,WAL,DF,30.0,"£ 80,000 (€ 94,695, $101,763)","£ 4,160,000 (€ 4,924,135, $5,291,680)",Unverified estimation
Everton,Ben Godfrey,ENG,DF,25.0,"£ 75,000 (€ 88,776, $95,403)","£ 3,900,000 (€ 4,616,377, $4,960,950)",
West Ham United,Ben Johnson,ENG,"MF,DF",23.0,"£ 20,000 (€ 23,674, $25,441)","£ 1,040,000 (€ 1,231,034, $1,322,920)",
Brentford,Ben Mee,ENG,DF,33.0,"£ 55,000 (€ 65,103, $69,962)","£ 2,860,000 (€ 3,385,343, $3,638,030)",Unverified estimation
Sheffield United,Ben Osborn,ENG,MF,28.0,"£ 20,000 (€ 23,674, $25,441)","£ 1,040,000 (€ 1,231,034, $1,322,920)",Unverified estimation
Arsenal,Ben White,ENG,DF,25.0,"£ 120,000 (€ 142,042, $152,645)","£ 6,240,000 (€ 7,386,203, $7,937,520)",
Union Berlin,Benedict Hollerbach,GER,"FW,MF",22.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Heidenheim,Benedikt Gimber,GER,DF,26.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Las Palmas,Benito Ramírez,ESP,MF,28.0,"€ 7,308 (£ 6,174, $7,853)","€ 380,000 (£ 321,035, $408,365)",Unverified estimation
Lille,Benjamin André,FRA,MF,32.0,"€ 30,000 (£ 25,345, $32,239)","€ 1,560,000 (£ 1,317,933, $1,676,446)",
Rennes,Benjamin Bourigeaud,FRA,MF,29.0,"€ 43,846 (£ 37,043, $47,119)","€ 2,280,000 (£ 1,926,210, $2,450,190)",Unverified estimation
RB Leipzig,Benjamin Henrichs,GER,"DF,MF",26.0,"€ 73,077 (£ 61,738, $78,532)","€ 3,800,000 (£ 3,210,351, $4,083,650)",
Montpellier,Benjamin Lecomte,FRA,GK,32.0,"€ 35,000 (£ 29,569, $37,613)","€ 1,820,000 (£ 1,537,589, $1,955,853)",Unverified estimation
Lorient,Benjamin Mendy,FRA,"MF,DF",29.0,"€ 72,115 (£ 60,925, $77,498)","€ 3,750,000 (£ 3,168,109, $4,029,918)",Unverified estimation
Inter,Benjamin Pavard,FRA,DF,27.0,"€ 123,269 (£ 104,141, $132,471)","€ 6,410,000 (£ 5,415,354, $6,888,473)",
Metz,Benjamin Tetteh,GHA,FW,26.0,"€ 10,000 (£ 8,448, $10,746)","€ 520,000 (£ 439,311, $558,815)",Unverified estimation
Freiburg,Benjamin Uphoff,GER,GK,29.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
RB Leipzig,Benjamin Šeško,SVN,FW,20.0,"€ 67,308 (£ 56,864, $72,332)","€ 3,500,000 (£ 2,956,902, $3,761,256)",Unverified estimation
Köln,Benno Schmitz,GER,DF,28.0,"€ 17,308 (£ 14,622, $18,600)","€ 900,000 (£ 760,346, $967,180)",Unverified estimation
Chelsea,Benoît Badiashile,FRA,DF,22.0,"£ 90,000 (€ 106,532, $114,483)","£ 4,680,000 (€ 5,539,652, $5,953,140)",Unverified estimation
Salernitana,Benoît Costil,FRA,GK,36.0,"€ 15,962 (£ 13,485, $17,153)","€ 830,000 (£ 701,208, $891,955)",Unverified estimation
Burnley,Benson Manuel,ANG,MF,26.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Atalanta,Berat Djimsiti,ALB,DF,30.0,"€ 28,462 (£ 24,045, $30,586)","€ 1,480,000 (£ 1,250,347, $1,590,474)",
Genoa,Berkan Kutlu,TUR,MF,25.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",
Bochum,Bernardo,BRA,DF,28.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Girona,Bernardo Espinosa,COL,DF,34.0,"€ 9,231 (£ 7,798, $9,920)","€ 480,000 (£ 405,518, $515,829)",Unverified estimation
Manchester City,Bernardo Silva,POR,MF,28.0,"£ 300,000 (€ 355,106, $381,612)","£ 15,600,000 (€ 18,465,506, $19,843,801)",
Fulham,Bernd Leno,GER,GK,31.0,"£ 130,000 (€ 153,879, $165,365)","£ 6,760,000 (€ 8,001,719, $8,598,980)",
Aston Villa,Bertrand Traoré,BFA,"FW,MF",27.0,"£ 77,885 (€ 92,191, $99,072)","£ 4,050,000 (€ 4,793,930, $5,151,756)",
Rennes,Bertuğ Yıldırım,TUR,FW,21.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Everton,Beto,GNB,FW,25.0,"£ 50,000 (€ 59,184, $63,602)","£ 2,600,000 (€ 3,077,584, $3,307,300)",Unverified estimation
Athletic Club,Beñat Prados,ESP,MF,22.0,"€ 3,462 (£ 2,924, $3,720)","€ 180,000 (£ 152,069, $193,436)",Unverified estimation
Real Sociedad,Beñat Turrientes,ESP,MF,21.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Clermont Foot,Bilal Boutobba,FRA,"MF,FW",24.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Marseille,Bilal Nadir,MAR,MF,19.0,"€ 2,500 (£ 2,112, $2,687)","€ 130,000 (£ 109,828, $139,704)",Unverified estimation
Brest,Billal Brahimi,ALG,LW,23.0,"€ 2,692 (£ 2,275, $2,893)","€ 140,000 (£ 118,276, $150,450)",Unverified estimation
Brighton,Billy Gilmour,SCO,MF,22.0,"£ 20,000 (€ 23,674, $25,441)","£ 1,040,000 (€ 1,231,034, $1,322,920)",Unverified estimation
Fulham,Bobby De Cordova-Reid,JAM,"MF,FW",30.0,"£ 35,000 (€ 41,429, $44,521)","£ 1,820,000 (€ 2,154,309, $2,315,110)",
Lorient,Bonke Innocent,NGA,MF,27.0,"€ 5,192 (£ 4,387, $5,580)","€ 270,000 (£ 228,104, $290,154)",Unverified estimation
Toulouse,Bonota Traoré,FRA,CF,20.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Cagliari,Boris Radunović,SRB,GK,27.0,"€ 16,731 (£ 14,135, $17,980)","€ 870,000 (£ 735,001, $934,941)",Unverified estimation
Girona,Borja García,ESP,"FW,MF",32.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Real Betis,Borja Iglesias,ESP,FW,30.0,"€ 30,769 (£ 25,995, $33,066)","€ 1,600,000 (£ 1,351,727, $1,719,432)",Unverified estimation
Getafe,Borja Mayoral,ESP,FW,26.0,"€ 92,115 (£ 77,822, $98,991)","€ 4,790,000 (£ 4,046,731, $5,147,548)",
Aston Villa,Boubacar Kamara,FRA,MF,23.0,"£ 150,000 (€ 177,553, $190,806)","£ 7,800,000 (€ 9,232,753, $9,921,900)",
Wolves,Boubacar Traoré,MLI,MF,21.0,"£ 55,000 (€ 65,103, $69,962)","£ 2,860,000 (€ 3,385,343, $3,638,030)",
Montpellier,Boubakar Kouyaté,MLI,DF,26.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",Unverified estimation
Sevilla,Boubakary Soumaré,FRA,MF,24.0,"€ 93,269 (£ 78,797, $100,231)","€ 4,850,000 (£ 4,097,421, $5,212,027)",
Salernitana,Boulaye Dia,SEN,"FW,MF",26.0,"€ 49,231 (£ 41,592, $52,906)","€ 2,560,000 (£ 2,162,762, $2,751,090)",
